target_id	length	eff_length	est_counts	tpm
XM_047939637.1	2132	1933	0	0
XM_047939638.1	1170	971	0	0
XM_047939639.1	2760	2561	2	15.586
XM_047939640.1	600	401	0	0
XM_047939641.1	528	329	0	0
XM_047939642.1	411	212	0	0
XM_047939643.1	957	758	23.9999	631.91
XM_047939644.1	1220	1021	0	0
XM_047939645.1	2013	1814	0	0
XM_047939646.1	1980	1781	1	11.206
XM_047939647.1	816	617	0	0
XM_047939648.1	396	197	0	0
XM_047939649.1	894	695	0	0
XM_047939650.1	513	314	0	0
XM_047939651.1	363	164	0	0
XM_047939652.1	1089	890	0	0
XM_047939653.1	795	596	5	167.432
XM_047939654.1	342	143	0	0
XM_047939655.1	477	278	0	0
XM_047939656.1	2300	2101	1	9.49923
XM_047939657.1	5067	4868	1	4.09981
XM_047939658.1	1527	1328	0	0
XM_047939659.1	786	587	0	0
XM_047939660.1	6687	6488	0	0
XM_047939661.1	2455	2256	2	17.6932
XM_047939662.1	801	602	2	66.3052
XM_047939663.1	435	236	0	0
XM_047939664.1	570	371	0	0
XM_047939665.1	2061	1862	0	0
XM_047939666.1	2512	2313	0	0
XM_047939667.1	2223	2024	0	0
XM_047939668.1	3793	3594	3	16.6593
XM_047939669.1	3029	2830	0	0
XM_047939670.1	405	206	0	0
XM_047939671.1	1283	1084	0	0
XM_047939672.1	2756	2557	0	0
XM_047939673.1	1689	1490	0	0
XM_047939674.1	1155	956	0	0
XM_047939675.1	771	572	0	0
XM_047939676.1	1433	1234	0	0
XM_047939677.1	2928	2729	3	21.9398
XM_047939678.1	1095	896	3	66.8232
XM_047939679.1	867	668	4	119.508
XM_047939680.1	806	607	0	0
XM_047939681.1	1309	1110	1	17.9801
XM_047939682.1	1249	1050	0	0
XM_047939683.1	336	137	1	145.678
XM_047939684.1	267	68.0268	0	0
XM_047939685.1	369	170	1	117.399
XM_047939686.1	1772	1573	1	12.6878
XM_047939687.1	342	143	2	279.131
XM_047939688.1	480	281	2	142.049
XM_047939689.1	1938	1739	0	0
XM_047939690.1	1801	1602	4	49.8324
XM_047939691.1	1329	1130	2	35.3237
XM_047939692.1	342	143	0	0
XM_047939693.1	1485	1286	4	62.0774
XM_047939694.1	303	104	0	0
XM_047939695.1	1676	1477	0	0
XM_047939696.1	585	386	0	0
XM_047939697.1	597	398	0	0
XM_047939698.1	946	747	1	26.7174
XM_047939699.1	751	552	1.69846	61.4089
XM_047939700.1	2714	2515	2	15.8711
XM_047939701.1	1720	1521	0	0
XM_047939702.1	1591	1392	0	0
XM_047939703.1	1643	1444	0	0
XM_047939704.1	6147	5948	2.39874	8.04871
XM_047939705.1	1132	933	0	0
XM_047939706.1	910	711	0	0
XM_047939707.1	2458	2259	4	35.3393
XM_047939708.1	5100	4901	0	0
XM_047939709.1	1113	914	0	0
XM_047939710.1	366	167	0	0
XM_047939711.1	2689	2490	0	0
XM_047939712.1	2181	1982	0	0
XM_047939713.1	7916	7717	1	2.58622
XM_047939714.1	3276	3077	0.0104643	0.0678728
XM_047939715.1	3254	3055	0.989536	6.46449
XM_047939716.1	2305	2106	0	0
XM_047939717.1	438	239	0	0
XM_047939718.1	549	350	0	0
XM_047939719.1	492	293	0	0
XM_047939720.1	762	563	16	567.187
XM_047939721.1	553	354	0	0
XM_047939722.1	1626	1427	0	0
XM_047939723.1	1632	1433	0	0
XM_047939724.1	1467	1268	2	31.4793
XM_047939725.1	1428	1229	2	32.4782
XM_047939726.1	2508	2309	8	69.1481
XM_047939727.1	690	491	9	365.827
XM_047939728.1	1092	893	0	0
XM_047939729.1	501	302	0	0
XM_047939730.1	1306	1107	0	0
XM_047939731.1	339	140	0	0
XM_047939732.1	2767	2568	0	0
XM_047939733.1	243	44.7603	0	0
XM_047939734.1	402	203	0	0
XM_047939735.1	2466	2267	0	0
XM_047939736.1	1833	1634	0	0
XM_047939737.1	1449	1250	5	79.8315
XM_047939738.1	549	350	0	0
XM_047939739.1	504	305	0	0
XM_047939740.1	648	449	0	0
XM_047939741.1	618	419	0	0
XM_047939742.1	2985	2786	4	28.6545
XM_047939743.1	2837	2638	0	0
XM_047939744.1	1488	1289	0	0
XM_047939745.1	957	758	0	0
XM_047939746.1	1056	857	0	0
XM_047939747.1	3056	2857	7	48.8992
XM_047939748.1	3211	3012	0	0
XM_047939749.1	2226	2027	0	0
XM_047939750.1	852	653	0	0
XM_047939751.1	1743	1544	0	0
XM_047939752.1	964	765	1	26.0887
XM_047939753.1	1890	1691	11	129.827
XM_047939754.1	1854	1655	0	0
XM_047939755.1	1191	992	1	20.1188
XM_047939756.1	273	74.0093	0	0
XM_047939757.1	2400	2201	3	27.2029
XM_047939758.1	276	77.0053	0	0
XM_047939759.1	3438	3239	1	6.16174
XM_047939760.1	444	245	0	0
XM_047939761.1	240	42.049	0	0
XM_047939762.1	918	719	0	0
XM_047939763.1	1245	1046	0	0
XM_047939764.1	840	641	0	0
XM_047939765.1	2913	2714	0	0
XM_047939766.1	963	764	0	0
XM_047939767.1	396	197	0	0
XM_047939768.1	333	134	0	0
XM_047939769.1	351	152	0	0
XM_047939770.1	1992	1793	0	0
XM_047939771.1	444	245	0	0
XM_047939772.1	240	42.049	0	0
XM_047939773.1	813	614	0	0
XM_047939774.1	669	470	0	0
XM_047939775.1	690	491	0	0
XM_047939776.1	1221	1022	0	0
XM_047939777.1	1245	1046	0	0
XM_047939778.1	867	668	0	0
XM_047939779.1	2834	2635	0	0
XM_047939780.1	1417	1218	1	16.3858
XM_047939781.1	1482	1283	1	15.5556
XM_047939782.1	1830	1631	0	0
XM_047939783.1	2182	1983	0	0
XM_047939784.1	2444	2245	0	0
XM_047939785.1	669	470	0	0
XM_047939786.1	438	239	0	0
XM_047939787.1	1720	1521	0	0
XM_047939788.1	928	729	0	0
XM_047939789.1	1944	1745	6	68.6231
XM_047939790.1	1766	1567	1.9227	24.4882
XM_047939791.1	951	752	0.0773006	2.05154
XM_047939792.1	153	7.28986	0	0
XM_047939793.1	1004	805	0	0
XM_047939794.1	1677	1478	0	0
XM_047939795.1	1417	1218	2	32.7716
XM_047939796.1	2185	1986	12	120.591
XM_047939797.1	2006	1807	2	22.0895
XM_047939798.1	805	606	0	0
XM_047939799.1	1536	1337	0	0
XM_047939800.1	702	503	0	0
XM_047939801.1	2148	1949	1	10.2401
XM_047939802.1	459	260	0	0
XM_047939803.1	1880	1681	5	59.3631
XM_047939804.1	519	320	0	0
XM_047939805.1	543	344	0	0
XM_047939806.1	2609	2410	3	24.8438
XM_047939807.1	1830	1631	3	36.7098
XM_047939808.1	3138	2939	2	13.5814
XM_047939809.1	3242	3043	0	0
XM_047939810.1	1379	1180	3	50.7404
XM_047939811.1	1146	947	2	42.1497
XM_047939812.1	4845	4646	3	12.8871
XM_047939813.1	1148	949	5	105.152
XM_047939814.1	2008	1809	0	0
XM_047939815.1	2565	2366	0.0031614	0.0266673
XM_047939816.1	2541	2342	2.02832	17.2848
XM_047939817.1	3330	3131	3.96852	25.2965
XM_047939818.1	1794	1595	0	0
XM_047939819.1	1114	915	1	21.8119
XM_047939820.1	894	695	0	0
XM_047939821.1	212	21.9418	0	0
XM_047939822.1	4056	3857	2	10.3489
XM_047939823.1	798	599	0	0
XM_047939824.1	1085	886	1	22.5258
XM_047939825.1	5712	5513	2	7.2403
XM_047939826.1	1176	977	0	0
XM_047939827.1	933	734	0	0
XM_047939828.1	699	500	0	0
XM_047939829.1	525	326	0	0
XM_047939830.1	366	167	0	0
XM_047939831.1	1491	1292	0	0
XM_047939832.1	1570	1371	0	0
XM_047939833.1	3550	3351	0	0
XM_047939834.1	3084	2885	3	20.7534
XM_047939835.1	441	242	0	0
XM_047939836.1	663	464	1	43.0127
XM_047939837.1	687	488	0	0
XM_047939838.1	1536	1337	1	14.9274
XM_047939839.1	1656	1457	0	0
XM_047939840.1	1923	1724	1	11.5765
XM_047939841.1	1341	1142	2	34.9525
XM_047939842.1	1549	1350	2	29.5672
XM_047939843.1	1836	1637	1	12.1917
XM_047939844.1	6062	5863	4.99997	17.0201
XM_047939845.1	6173	5974	3.42635e-05	0.000114467
XM_047939846.1	705	506	0	0
XM_047939847.1	740	541	0	0
XM_047939848.1	234	36.8813	2	1082.28
XM_047939849.1	1784	1585	4	50.3669
XM_047939850.1	2629	2430	16	131.41
XM_047939851.1	1488	1289	0	0
XM_047939852.1	306	107	0	0
XM_047939853.1	903	704	0	0
XM_047939854.1	1788	1589	0	0
XM_047939855.1	2136	1937	1	10.3035
XM_047939856.1	2831	2632	2	15.1656
XM_047939857.1	1545	1346	3	44.4826
XM_047939858.1	8086	7887	7	17.7133
XM_047939859.1	1026	827	0	0
XM_047939860.1	1701	1502	1	13.2875
XM_047939861.1	1923	1724	0	0
XM_047939862.1	1141	942	0	0
XM_047939863.1	1593	1394	0	0
XM_047939864.1	4069	3870	40	206.283
XM_047939865.1	724	525	1	38.015
XM_047939866.1	2677	2478	3	24.1621
XM_047939867.1	3089	2890	2	13.8117
XM_047939868.1	309	110	0	0
XM_047939869.1	3154	2955	7	47.2775
XM_047939870.1	1786	1587	0	0
XM_047939871.1	4626	4427	5	22.5411
XM_047939872.1	2228	2029	3	29.5089
XM_047939873.1	3491	3292	0	0
XM_047939874.1	1576	1377	4	57.975
XM_047939875.1	219	25.9389	0	0
XM_047939876.1	561	362	1	55.1323
XM_047939877.1	1329	1130	0	0
XM_047939878.1	270	71.016	0	0
XM_047939879.1	2420	2221	12	107.832
XM_047939880.1	627	428	0	0
XM_047939881.1	771	572	2	69.7828
XM_047939882.1	228	32.1317	0	0
XM_047939883.1	390	191	0	0
XM_047939884.1	555	356	0	0
XM_047939885.1	810	611	0	0
XM_047939886.1	2094	1895	2	21.0637
XM_047939887.1	2171	1972	0	0
XM_047939888.1	549	350	0	0
XM_047939889.1	1962	1763	0	0
XM_047939890.1	2184	1985	5	50.2717
XM_047939891.1	918	719	0	0
XM_047939892.1	1305	1106	0	0
XM_047939893.1	1026	827	1	24.1329
XM_047939894.1	3740	3541	1	5.63623
XM_047939895.1	1179	980	2	40.7304
XM_047939896.1	522	323	3	185.367
XM_047939897.1	270	71.016	0	0
XM_047939898.1	4309	4110	3	14.5678
XM_047939899.1	1869	1670	5	59.7541
XM_047939900.1	2388	2189	0	0
XM_047939901.1	417	218	0	0
XM_047939902.1	903	704	1	28.3493
XM_047939903.1	1376	1177	0	0
XM_047939904.1	806	607	0	0
XM_047939905.1	795	596	0	0
XM_047939906.1	561	362	0	0
XM_047939907.1	2306	2107	1.79319	16.9854
XM_047939908.1	1182	983	0	0
XM_047939909.1	1364	1165	0	0
XM_047939910.1	1270	1071	0	0
XM_047939911.1	1545	1346	0	0
XM_047939912.1	438	239	0	0
XM_047939913.1	444	245	1	81.4607
XM_047939914.1	801	602	1	33.1526
XM_047939915.1	853	654	0	0
XM_047939916.1	1062	863	0	0
XM_047939917.1	950	751	0	0
XM_047939918.1	4023	3824	12	62.6293
XM_047939919.1	2408	2209	0.00700396	0.0632794
XM_047939920.1	2386	2187	3.993	36.4388
XM_047939921.1	618	419	0	0
XM_047939922.1	825	626	0	0
XM_047939923.1	912	713	0.000953426	0.0266878
XM_047939924.1	234	36.8813	0	0
XM_047939925.1	1230	1031	0	0
XM_047939926.1	645	446	0	0
XM_047939927.1	2256	2057	0	0
XM_047939928.1	336	137	0	0
XM_047939929.1	2703	2504	1	7.9704
XM_047939930.1	2549	2350	1.96521	16.6899
XM_047939931.1	2564	2365	0.0347926	0.29361
XM_047939932.1	459	260	0	0
XM_047939933.1	519	320	0	0
XM_047939934.1	1654	1455	39	534.953
XM_047939935.1	1372	1173	3	51.0432
XM_047939936.1	768	569	0	0
XM_047939937.1	1013	814	0	0
XM_047939938.1	1730	1531	1	13.0358
XM_047939939.1	1651	1452	0	0
XM_047939940.1	387	188	0	0
XM_047939941.1	192	14.0216	0	0
XM_047939942.1	986	787	0	0
XM_047939943.1	2350	2151	0	0
XM_047939944.1	1041	842	0	0
XM_047939945.1	2137	1938	2	20.5964
XM_047939946.1	1780	1581	4	50.4943
XM_047939947.1	771	572	5	174.457
XM_047939948.1	1560	1361	11	161.305
XM_047939949.1	4202	4003	2	9.97146
XM_047939950.1	1380	1181	1	16.8991
XM_047939951.1	2120	1921	1	10.3893
XM_047939952.1	2412	2213	1	9.01847
XM_047939953.1	1713	1514	2	26.3644
XM_047939954.1	2321	2122	0	0
XM_047939955.1	825	626	4	127.526
XM_047939956.1	3480	3281	0	0
XM_047939957.1	696	497	0	0
XM_047939958.1	261	62.0706	0	0
XM_047939959.1	1918	1719	5	58.0508
XM_047939960.1	2034	1835	0	0
XM_047939961.1	651	452	0	0
XM_047939962.1	225	29.9375	0	0
XM_047939963.1	639	440	0	0
XM_047939964.1	636	437	0	0
XM_047939965.1	360	161	0	0
XM_047939966.1	801	602	1	33.1526
XM_047939967.1	4795	4596	11	47.7669
XM_047939968.1	1827	1628	0	0
XM_047939969.1	2220	2021	0	0
XM_047939970.1	1709	1510	3	39.6514
XM_047939971.1	3839	3640	30.5183	167.33
XM_047939972.1	564	365	0	0
XM_047939973.1	3574	3375	0	0
XM_047939974.1	564	365	0	0
XM_047939975.1	6980	6781	0	0
XM_047939976.1	4317	4118	0	0
XM_047939977.1	1764	1565	0	0
XM_047939978.1	1672	1473	4.6166	62.5509
XM_047939979.1	722	523	0	0
XM_047939980.1	324	125	0	0
XM_047939981.1	354	155	0	0
XM_047939982.1	1000	801	0	0
XM_047939983.1	1273	1074	6	111.497
XM_047939984.1	3382	3183	4	25.0806
XM_047939985.1	5593	5394	6	22.2001
XM_047939986.1	1121	922	2	43.2926
XM_047939987.1	488	289	0	0
XM_047939988.1	1364	1165	3	51.3937
XM_047939989.1	2147	1948	1	10.2453
XM_047939990.1	846	647	0	0
XM_047939991.1	1008	809	1	24.6698
XM_047939992.1	2874	2675	5	37.3044
XM_047939993.1	519	320	0	0
XM_047939994.1	2040	1841	24	260.179
XM_047939995.1	294	95.0001	1	210.083
XM_047939996.1	999	800	0	0
XM_047939997.1	783	584	2	68.3489
XM_047939998.1	2100	1901	4	41.9945
XM_047939999.1	2032	1833	2	21.7762
XM_047940000.1	1321	1122	1	17.7878
XM_047940001.1	1341	1142	0	0
XM_047940002.1	1440	1241	0	0
XM_047940003.1	585	386	0	0
XM_047940004.1	1410	1211	0	0
XM_047940005.1	1519	1320	0	0
XM_047940006.1	1060	861	2	46.3598
XM_047940007.1	819	620	0	0
XM_047940008.1	1590	1391	1	14.3479
XM_047940009.1	255	56.1701	0	0
XM_047940010.1	1131	932	0	0
XM_047940011.1	569	370	0	0
XM_047940012.1	450	251	0	0
XM_047940013.1	1140	941	0	0
XM_047940014.1	2805	2606	2	15.3169
XM_047940015.1	1629	1430	3	41.8697
XM_047940016.1	555	356	0	0
XM_047940017.1	2343	2144	0	0
XM_047940018.1	2303	2104	4	37.9427
XM_047940019.1	2821	2622	2	15.2234
XM_047940020.1	1263	1064	1	18.7574
XM_047940021.1	1372	1173	0	0
XM_047940022.1	2240	2041	18	176.013
XM_047940023.1	1534	1335	17	254.145
