target_id	length	eff_length	est_counts	tpm
XM_003307004.2	2550	2351	18	109.785
XM_003307005.2	2912	2713	1	5.28532
XM_003307006.2	2571	2372	9	54.4063
XM_003307007.1	372	173	0	0
XM_003307008.2	1682	1483	6	58.0138
XM_003307009.1	384	185	0	0
XM_003307010.1	3261	3062	0	0
XM_003307013.2	534	335	0	0
XM_003307016.2	3402	3203	0	0
XM_003307018.2	2046	1847	5	38.8172
XM_003307019.2	1879	1680	0	0
XM_003307020.2	2206	2007	3	21.4336
XM_003307021.1	789	590	0	0
XM_003307023.2	1467	1268	12	135.701
XM_003307024.2	2272	2073	0	0
XM_003307025.2	1213	1014	1	14.1411
XM_003307027.1	336	137	0	0
XM_003307028.2	1627	1428	0	0
XM_003307030.2	1539	1340	5	53.5041
XM_003307031.2	1622	1423	1	10.0767
XM_003307032.2	3699	3500	3	12.2906
XM_003307033.2	4755	4556	8	25.1784
XM_003307034.2	4706	4507	2	6.36303
XM_003307036.1	1080	881	0	0
XM_003307037.2	1298	1099	3	39.1422
XM_003307038.2	3807	3608	0	0
XM_003307039.2	944	745	7	134.73
XM_003307040.2	1332	1133	42	531.546
XM_003307041.1	744	545	0	0
XM_003307044.1	1236	1037	0	0
XM_003307045.2	3410	3211	8	35.7249
XM_003307046.2	1086	887	3	48.4975
XM_003307047.2	1088	889	0	0
XM_003307050.2	1793	1594	1	8.99566
XM_003307051.2	443	244	0	0
XM_003307052.2	1443	1244	12	138.319
XM_003307055.2	1090	891	0	0
XM_003307056.2	1680	1481	2	19.3641
XM_003307058.1	456	257	0	0
XM_003307059.2	336	137	10	1046.65
XM_003307060.2	477	278	25	1289.49
XM_003307061.2	720	521	0	0
XM_003307062.2	1114	915	0	0
XM_003307063.2	902	703	0	0
XM_003307064.2	763	564	7	177.967
XM_003307065.2	1313	1114	3	38.6151
XM_003307069.2	354	155	0	0
XM_003307070.1	2334	2135	0	0
XM_003307076.2	1065	866	17	281.483
XM_003307077.2	464	265	0	0
XM_003307081.2	2018	1819	5	39.4148
XM_003307083.1	339	140	0	0
XM_003307084.2	2637	2438	0	0
XM_003307085.2	375	176	9	733.249
XM_003307086.2	2751	2552	5	28.0938
XM_003307087.2	1197	998	2	28.7356
XM_003307088.2	1041	842	0	0
XM_003307089.2	5595	5396	12	31.8883
